slug,content,generated_code,status
destroy-sequential-targets,"You are given a 0-indexed array nums consisting of positive integers, representing targets on a number line. You are also given an integer space.
You have a machine which can destroy targets. Seeding the machine with some nums[i] allows it to destroy all targets with values that can be represented as nums[i] + c * space, where c is any non-negative integer. You want to destroy the maximum number of targets in nums.
Return the minimum value of nums[i] you can seed the machine with to destroy the maximum number of targets.
??
Example 1:

Input: nums = [3,7,8,1,1,5], space = 2
Output: 1
Explanation: If we seed the machine with nums[3], then we destroy all targets equal to 1,3,5,7,9,... 
In this case, we would destroy 5 total targets (all except for nums[2]). 
It is impossible to destroy more than 5 targets, so we return nums[3].

Example 2:

Input: nums = [1,3,5,2,4,6], space = 2
Output: 1
Explanation: Seeding the machine with nums[0], or nums[3] destroys 3 targets. 
It is not possible to destroy more than 3 targets.
Since nums[0] is the minimal integer that can destroy 3 targets, we return 1.

Example 3:

Input: nums = [6,2,5], space = 100
Output: 2
Explanation: Whatever initial seed we select, we can only destroy 1 target. The minimal seed is nums[1].

??
Constraints:

1 <= nums.length <= 105
1 <= nums[i] <= 109
1 <= space <=??109

","```python
from typing import List
from collections import defaultdict

class Solution:
    def destroyTargets(self, nums: List[int], space: int) -> int:
        mod_counts = defaultdict(int)
        mod_min = {}
        
        for num in nums:
            mod = num % space
            mod_counts[mod] += 1
            if mod in mod_min:
                if num < mod_min[mod]:
                    mod_min[mod] = num
            else:
                mod_min[mod] = num
        
        max_count = 0
        result = float('inf')
        for mod in mod_counts:
            if mod_counts[mod] > max_count:
                max_count = mod_counts[mod]
                result = mod_min[mod]
            elif mod_counts[mod] == max_count:
                if mod_min[mod] < result:
                    result = mod_min[mod]
        
        return result if max_count != 0 else min(nums)
```",Y
maximum-deletions-on-a-string,"You are given a string s consisting of only lowercase English letters. In one operation, you can:

Delete the entire string s, or
Delete the first i letters of s if the first i letters of s are equal to the following i letters in s, for any i in the range 1 <= i <= s.length / 2.

For example, if s = ""ababc"", then in one operation, you could delete the first two letters of s to get ""abc"", since the first two letters of s and the following two letters of s are both equal to ""ab"".
Return the maximum number of operations needed to delete all of s.
??
Example 1:

Input: s = ""abcabcdabc""
Output: 2
Explanation:
- Delete the first 3 letters (""abc"") since the next 3 letters are equal. Now, s = ""abcdabc"".
- Delete all the letters.
We used 2 operations so return 2. It can be proven that 2 is the maximum number of operations needed.
Note that in the second operation we cannot delete ""abc"" again because the next occurrence of ""abc"" does not happen in the next 3 letters.

Example 2:

Input: s = ""aaabaab""
Output: 4
Explanation:
- Delete the first letter (""a"") since the next letter is equal. Now, s = ""aabaab"".
- Delete the first 3 letters (""aab"") since the next 3 letters are equal. Now, s = ""aab"".
- Delete the first letter (""a"") since the next letter is equal. Now, s = ""ab"".
- Delete all the letters.
We used 4 operations so return 4. It can be proven that 4 is the maximum number of operations needed.

Example 3:

Input: s = ""aaaaa""
Output: 5
Explanation: In each operation, we can delete the first letter of s.

??
Constraints:

1 <= s.length <= 4000
s consists only of lowercase English letters.

","```python
class Solution:
    def deleteString(self, s: str) -> int:
        n = len(s)
        dp = [0] * (n + 1)
        lcp = [[0] * (n + 1) for _ in range(n + 1)]
        
        for i in range(n - 1, -1, -1):
            for j in range(n - 1, i, -1):
                if s[i] == s[j]:
                    lcp[i][j] = lcp[i + 1][j + 1] + 1
        
        for i in range(n - 1, -1, -1):
            dp[i] = 1
            max_len = (n - i) // 2
            for l in range(1, max_len + 1):
                if lcp[i][i + l] >= l:
                    dp[i] = max(dp[i], 1 + dp[i + l])
        return dp[0]
```",Y
minimum-difference-in-sums-after-removal-of-elements,"You are given a 0-indexed integer array nums consisting of 3 * n elements.
You are allowed to remove any subsequence of elements of size exactly n from nums. The remaining 2 * n elements will be divided into two equal parts:

The first n elements belonging to the first part and their sum is sumfirst.
The next n elements belonging to the second part and their sum is sumsecond.

The difference in sums of the two parts is denoted as sumfirst - sumsecond.

For example, if sumfirst = 3 and sumsecond = 2, their difference is 1.
Similarly, if sumfirst = 2 and sumsecond = 3, their difference is -1.

Return the minimum difference possible between the sums of the two parts after the removal of n elements.
??
Example 1:

Input: nums = [3,1,2]
Output: -1
Explanation: Here, nums has 3 elements, so n = 1. 
Thus we have to remove 1 element from nums and divide the array into two equal parts.
- If we remove nums[0] = 3, the array will be [1,2]. The difference in sums of the two parts will be 1 - 2 = -1.
- If we remove nums[1] = 1, the array will be [3,2]. The difference in sums of the two parts will be 3 - 2 = 1.
- If we remove nums[2] = 2, the array will be [3,1]. The difference in sums of the two parts will be 3 - 1 = 2.
The minimum difference between sums of the two parts is min(-1,1,2) = -1. 

Example 2:

Input: nums = [7,9,5,8,1,3]
Output: 1
Explanation: Here n = 2. So we must remove 2 elements and divide the remaining array into two parts containing two elements each.
If we remove nums[2] = 5 and nums[3] = 8, the resultant array will be [7,9,1,3]. The difference in sums will be (7+9) - (1+3) = 12.
To obtain the minimum difference, we should remove nums[1] = 9 and nums[4] = 1. The resultant array becomes [7,5,8,3]. The difference in sums of the two parts is (7+5) - (8+3) = 1.
It can be shown that it is not possible to obtain a difference smaller than 1.

??
Constraints:

nums.length == 3 * n
1 <= n <= 105
1 <= nums[i] <= 105

","```python
import heapq

class Solution:
    def minimumDifference(self, nums: List[int]) -> int:
        n = len(nums) // 3
        
        max_heap = []
        left_sum = 0
        left_sums = [0] * (3 * n)
        
        for i in range(2 * n):
            num = nums[i]
            heapq.heappush(max_heap, num)
            left_sum += num
            if len(max_heap) > n:
                left_sum -= heapq.heappop(max_heap)
            if i >= n - 1:
                left_sums[i] = left_sum
        
        min_heap = []
        right_sum = 0
        right_sums = [0] * (3 * n)
        
        for i in range(3 * n - 1, n - 1, -1):
            num = nums[i]
            heapq.heappush(min_heap, -num)
            right_sum += num
            if len(min_heap) > n:
                right_sum -= -heapq.heappop(min_heap)
            if i <= 2 * n:
                right_sums[i] = right_sum
        
        min_diff = float('inf')
        for i in range(n - 1, 2 * n):
            diff = left_sums[i] - right_sums[i + 1]
            if diff < min_diff:
                min_diff = diff
        
        return min_diff
```",Y
make-array-empty,"You are given an integer array nums containing distinct numbers, and you can perform the following operations until the array is empty:

If the first element has the smallest value, remove it
Otherwise, put the first element at the end of the array.

Return an integer denoting the number of operations it takes to make nums empty.
??
Example 1:

Input: nums = [3,4,-1]
Output: 5




Operation
Array




1
[4, -1, 3]


2
[-1, 3, 4]


3
[3, 4]


4
[4]


5
[]



Example 2:

Input: nums = [1,2,4,3]
Output: 5




Operation
Array




1
[2, 4, 3]


2
[4, 3]


3
[3, 4]


4
[4]


5
[]



Example 3:

Input: nums = [1,2,3]
Output: 3




Operation
Array




1
[2, 3]


2
[3]


3
[]



??
Constraints:

1 <= nums.length <= 105
-109??<= nums[i] <= 109
All values in nums are distinct.

","```python
from typing import List

class Solution:
    def countOperationsToEmptyArray(self, nums: List[int]) -> int:
        n = len(nums)
        index_map = {num: i for i, num in enumerate(nums)}
        sorted_nums = sorted(nums)
        res = n  # initial pass through all elements
        
        for k in range(1, n):
            if index_map[sorted_nums[k-1]] > index_map[sorted_nums[k]]:
                res += n - k
        
        return res
```",Y
ways-to-split-array-into-good-subarrays,"You are given a binary array nums.
A subarray of an array is good if it contains exactly one element with the value 1.
Return an integer denoting the number of ways to split the array nums into good subarrays. As the number may be too large, return it modulo 109 + 7.
A subarray is a contiguous non-empty sequence of elements within an array.
??
Example 1:

Input: nums = [0,1,0,0,1]
Output: 3
Explanation: There are 3 ways to split nums into good subarrays:
- [0,1] [0,0,1]
- [0,1,0] [0,1]
- [0,1,0,0] [1]

Example 2:

Input: nums = [0,1,0]
Output: 1
Explanation: There is 1 way to split nums into good subarrays:
- [0,1,0]

??
Constraints:

1 <= nums.length <= 105
0 <= nums[i] <= 1

","```python
class Solution:
    def numberOfGoodSubarraySplits(self, nums: List[int]) -> int:
        MOD = 10**9 + 7
        prev = -1
        res = 1
        count = 0
        for i, num in enumerate(nums):
            if num == 1:
                count += 1
                if prev != -1:
                    res = res * (i - prev) % MOD
                prev = i
        return res % MOD if count > 0 else 0
```",Y
minimize-length-of-array-using-operations,"You are given a 0-indexed integer array nums containing positive integers.
Your task is to minimize the length of nums by performing the following operations any number of times (including zero):

Select two distinct indices i and j from nums, such that nums[i] > 0 and nums[j] > 0.
Insert the result of nums[i] % nums[j] at the end of nums.
Delete the elements at indices i and j from nums.

Return an integer denoting the minimum length of nums after performing the operation any number of times.
??
Example 1:

Input: nums = [1,4,3,1]
Output: 1
Explanation: One way to minimize the length of the array is as follows:
Operation 1: Select indices 2 and 1, insert nums[2] % nums[1] at the end and it becomes [1,4,3,1,3], then delete elements at indices 2 and 1.
nums becomes [1,1,3].
Operation 2: Select indices 1 and 2, insert nums[1] % nums[2] at the end and it becomes [1,1,3,1], then delete elements at indices 1 and 2.
nums becomes [1,1].
Operation 3: Select indices 1 and 0, insert nums[1] % nums[0] at the end and it becomes [1,1,0], then delete elements at indices 1 and 0.
nums becomes [0].
The length of nums cannot be reduced further. Hence, the answer is 1.
It can be shown that 1 is the minimum achievable length. 
Example 2:

Input: nums = [5,5,5,10,5]
Output: 2
Explanation: One way to minimize the length of the array is as follows:
Operation 1: Select indices 0 and 3, insert nums[0] % nums[3] at the end and it becomes [5,5,5,10,5,5], then delete elements at indices 0 and 3.
nums becomes [5,5,5,5]. 
Operation 2: Select indices 2 and 3, insert nums[2] % nums[3] at the end and it becomes [5,5,5,5,0], then delete elements at indices 2 and 3. 
nums becomes [5,5,0]. 
Operation 3: Select indices 0 and 1, insert nums[0] % nums[1] at the end and it becomes [5,5,0,0], then delete elements at indices 0 and 1.
nums becomes [0,0].
The length of nums cannot be reduced further. Hence, the answer is 2.
It can be shown that 2 is the minimum achievable length. 
Example 3:

Input: nums = [2,3,4]
Output: 1
Explanation: One way to minimize the length of the array is as follows: 
Operation 1: Select indices 1 and 2, insert nums[1] % nums[2] at the end and it becomes [2,3,4,3], then delete elements at indices 1 and 2.
nums becomes [2,3].
Operation 2: Select indices 1 and 0, insert nums[1] % nums[0] at the end and it becomes [2,3,1], then delete elements at indices 1 and 0.
nums becomes [1].
The length of nums cannot be reduced further. Hence, the answer is 1.
It can be shown that 1 is the minimum achievable length.
??
Constraints:

1 <= nums.length <= 105
1 <= nums[i] <= 109

","```python
from typing import List

class Solution:
    def minimumArrayLength(self, nums: List[int]) -> int:
        min_num = min(nums)
        for num in nums:
            if num % min_num != 0:
                return 1
        count = 0
        for num in nums:
            if num == min_num:
                count += 1
        return (count + 1) // 2
```",Y
maximum-sum-of-almost-unique-subarray,"You are given an integer array nums and two positive integers m and k.
Return the maximum sum out of all almost unique subarrays of length k of nums. If no such subarray exists, return 0.
A subarray of nums is almost unique if it contains at least m distinct elements.
A subarray is a contiguous non-empty sequence of elements within an array.
??
Example 1:

Input: nums = [2,6,7,3,1,7], m = 3, k = 4
Output: 18
Explanation: There are 3 almost unique subarrays of size k = 4. These subarrays are [2, 6, 7, 3], [6, 7, 3, 1], and [7, 3, 1, 7]. Among these subarrays, the one with the maximum sum is [2, 6, 7, 3] which has a sum of 18.

Example 2:

Input: nums = [5,9,9,2,4,5,4], m = 1, k = 3
Output: 23
Explanation: There are 5 almost unique subarrays of size k. These subarrays are [5, 9, 9], [9, 9, 2], [9, 2, 4], [2, 4, 5], and [4, 5, 4]. Among these subarrays, the one with the maximum sum is [5, 9, 9] which has a sum of 23.

Example 3:

Input: nums = [1,2,1,2,1,2,1], m = 3, k = 3
Output: 0
Explanation: There are no subarrays of size k = 3 that contain at least m = 3 distinct elements in the given array [1,2,1,2,1,2,1]. Therefore, no almost unique subarrays exist, and the maximum sum is 0.

??
Constraints:

1 <= nums.length <= 2 * 104
1 <= m <= k <= nums.length
1 <= nums[i] <= 109

","```python
from collections import defaultdict
from typing import List

class Solution:
    def maxSum(self, nums: List[int], m: int, k: int) -> int:
        max_sum = 0
        current_sum = 0
        freq = defaultdict(int)
        distinct = 0
        left = 0
        
        for right in range(len(nums)):
            if freq[nums[right]] == 0:
                distinct += 1
            freq[nums[right]] += 1
            current_sum += nums[right]
            
            if right >= k - 1:
                if distinct >= m:
                    max_sum = max(max_sum, current_sum)
                current_sum -= nums[left]
                freq[nums[left]] -= 1
                if freq[nums[left]] == 0:
                    distinct -= 1
                left += 1
        
        return max_sum
```",Y
double-a-number-represented-as-a-linked-list,"You are given the head of a non-empty linked list representing a non-negative integer without leading zeroes.
Return the head of the linked list after doubling it.
??
Example 1:


Input: head = [1,8,9]
Output: [3,7,8]
Explanation: The figure above corresponds to the given linked list which represents the number 189. Hence, the returned linked list represents the number 189 * 2 = 378.

Example 2:


Input: head = [9,9,9]
Output: [1,9,9,8]
Explanation: The figure above corresponds to the given linked list which represents the number 999. Hence, the returned linked list reprersents the number 999 * 2 = 1998. 

??
Constraints:

The number of nodes in the list is in the range [1, 104]
0 <= Node.val <= 9
The input is generated such that the list represents a number that does not have leading zeros, except the number 0 itself.

","```python
class Solution:
    def doubleIt(self, head: Optional[ListNode]) -> Optional[ListNode]:
        if head.val > 4:
            head = ListNode(0, head)
            carry = 1
        else:
            carry = 0
        
        current = head
        while current.next:
            current.val = (current.val * 2 + carry) % 10
            carry = 1 if current.next.val > 4 else 0
            current = current.next
        
        current.val = (current.val * 2 + carry) % 10
        if carry:
            current.next = ListNode(1)
        
        return head
```",Y
special-permutations,"You are given a??0-indexed??integer array??nums??containing??n??distinct positive integers. A permutation of??nums??is called special if:

For all indexes??0 <= i < n - 1, either??nums[i] % nums[i+1] == 0??or??nums[i+1] % nums[i] == 0.

Return??the total number of special permutations.??As the answer could be large, return it??modulo??109??+ 7.
??
Example 1:

Input: nums = [2,3,6]
Output: 2
Explanation: [3,6,2] and [2,6,3] are the two special permutations of nums.

Example 2:

Input: nums = [1,4,3]
Output: 2
Explanation: [3,1,4] and [4,1,3] are the two special permutations of nums.

??
Constraints:

2 <= nums.length <= 14
1 <= nums[i] <= 109

","```python
class Solution:
    def specialPerm(self, nums: List[int]) -> int:
        from functools import lru_cache
        
        n = len(nums)
        MOD = 10**9 + 7
        
        @lru_cache(maxsize=None)
        def dfs(prev, mask):
            if mask == (1 << n) - 1:
                return 1
            total = 0
            for i in range(n):
                if not (mask & (1 << i)) and (prev % nums[i] == 0 or nums[i] % prev == 0):
                    total += dfs(nums[i], mask | (1 << i))
                    if total >= MOD:
                        total -= MOD
            return total
        
        result = 0
        for i in range(n):
            result += dfs(nums[i], 1 << i)
            if result >= MOD:
                result -= MOD
        return result
```",Y
mice-and-cheese,"There are two mice and n different types of cheese, each type of cheese should be eaten by exactly one mouse.
A point of the cheese with index i (0-indexed) is:

reward1[i] if the first mouse eats it.
reward2[i] if the second mouse eats it.

You are given a positive integer array reward1, a positive integer array reward2, and a non-negative integer k.
Return the maximum points the mice can achieve if the first mouse eats exactly k types of cheese.
??
Example 1:

Input: reward1 = [1,1,3,4], reward2 = [4,4,1,1], k = 2
Output: 15
Explanation: In this example, the first mouse eats the 2nd??(0-indexed) and the 3rd??types of cheese, and the second mouse eats the 0th??and the 1st types of cheese.
The total points are 4 + 4 + 3 + 4 = 15.
It can be proven that 15 is the maximum total points that the mice can achieve.

Example 2:

Input: reward1 = [1,1], reward2 = [1,1], k = 2
Output: 2
Explanation: In this example, the first mouse eats the 0th??(0-indexed) and 1st??types of cheese, and the second mouse does not eat any cheese.
The total points are 1 + 1 = 2.
It can be proven that 2 is the maximum total points that the mice can achieve.

??
Constraints:

1 <= n == reward1.length == reward2.length <= 105
1 <= reward1[i],??reward2[i] <= 1000
0 <= k <= n

","```python
from typing import List

class Solution:
    def miceAndCheese(self, reward1: List[int], reward2: List[int], k: int) -> int:
        n = len(reward1)
        indices = sorted(range(n), key=lambda i: reward1[i] - reward2[i], reverse=True)
        total = sum(reward2)
        for i in range(k):
            total += reward1[indices[i]] - reward2[indices[i]]
        return total
```",Y
maximum-number-of-distinct-elements-after-operations,"You are given an integer array nums and an integer k.
You are allowed to perform the following operation on each element of the array at most once:

Add an integer in the range [-k, k] to the element.

Return the maximum possible number of distinct elements in nums after performing the operations.
??
Example 1:

Input: nums = [1,2,2,3,3,4], k = 2
Output: 6
Explanation:
nums changes to [-1, 0, 1, 2, 3, 4] after performing operations on the first four elements.

Example 2:

Input: nums = [4,4,4,4], k = 1
Output: 3
Explanation:
By adding -1 to nums[0] and 1 to nums[1], nums changes to [3, 5, 4, 4].

??
Constraints:

1 <= nums.length <= 105
1 <= nums[i] <= 109
0 <= k <= 109

","```python
from typing import List

class Solution:
    def maxDistinctElements(self, nums: List[int], k: int) -> int:
        nums.sort()
        res = 0
        prev = -float('inf')
        
        for num in nums:
            lower = num - k
            upper = num + k
            optimal = max(prev + 1, lower)
            if optimal <= upper:
                res += 1
                prev = optimal
        return res
```",Y
number-of-increasing-paths-in-a-grid,"You are given an m x n integer matrix grid, where you can move from a cell to any adjacent cell in all 4 directions.
Return the number of strictly increasing paths in the grid such that you can start from any cell and end at any cell. Since the answer may be very large, return it modulo 109 + 7.
Two paths are considered different if they do not have exactly the same sequence of visited cells.
??
Example 1:


Input: grid = [[1,1],[3,4]]
Output: 8
Explanation: The strictly increasing paths are:
- Paths with length 1: [1], [1], [3], [4].
- Paths with length 2: [1 -> 3], [1 -> 4], [3 -> 4].
- Paths with length 3: [1 -> 3 -> 4].
The total number of paths is 4 + 3 + 1 = 8.

Example 2:

Input: grid = [[1],[2]]
Output: 3
Explanation: The strictly increasing paths are:
- Paths with length 1: [1], [2].
- Paths with length 2: [1 -> 2].
The total number of paths is 2 + 1 = 3.

??
Constraints:

m == grid.length
n == grid[i].length
1 <= m, n <= 1000
1 <= m * n <= 105
1 <= grid[i][j] <= 105

","```python
class Solution:
    def countPaths(self, grid: List[List[int]]) -> int:
        MOD = 10**9 + 7
        m, n = len(grid), len(grid[0])
        directions = [(-1, 0), (1, 0), (0, -1), (0, 1)]
        
        dp = [[1] * n for _ in range(m)]
        cells = []
        for i in range(m):
            for j in range(n):
                cells.append((grid[i][j], i, j))
        cells.sort()
        
        for val, i, j in cells:
            for di, dj in directions:
                ni, nj = i + di, j + dj
                if 0 <= ni < m and 0 <= nj < n and grid[ni][nj] > val:
                    dp[ni][nj] = (dp[ni][nj] + dp[i][j]) % MOD
        
        total = 0
        for row in dp:
            total = (total + sum(row)) % MOD
        return total
```",Y
split-array-into-maximum-number-of-subarrays,"You are given an array nums consisting of non-negative integers.
We define the score of subarray nums[l..r] such that l <= r as nums[l] AND nums[l + 1] AND ... AND nums[r] where AND is the bitwise AND operation.
Consider splitting the array into one or more subarrays such that the following conditions are satisfied:

Each element of the array belongs to exactly one subarray.
The sum of scores of the subarrays is the minimum possible.

Return the maximum number of subarrays in a split that satisfies the conditions above.
A subarray is a contiguous part of an array.
??
Example 1:

Input: nums = [1,0,2,0,1,2]
Output: 3
Explanation: We can split the array into the following subarrays:
- [1,0]. The score of this subarray is 1 AND 0 = 0.
- [2,0]. The score of this subarray is 2 AND 0 = 0.
- [1,2]. The score of this subarray is 1 AND 2 = 0.
The sum of scores is 0 + 0 + 0 = 0, which is the minimum possible score that we can obtain.
It can be shown that we cannot split the array into more than 3 subarrays with a total score of 0. So we return 3.

Example 2:

Input: nums = [5,7,1,3]
Output: 1
Explanation: We can split the array into one subarray: [5,7,1,3] with a score of 1, which is the minimum possible score that we can obtain.
It can be shown that we cannot split the array into more than 1 subarray with a total score of 1. So we return 1.

??
Constraints:

1 <= nums.length <= 105
0 <= nums[i] <= 106

","```python
from typing import List

class Solution:
    def maxSubarrays(self, nums: List[int]) -> int:
        if not nums:
            return 0
        
        total_and = ~0  # Initialize with all bits set
        for num in nums:
            total_and &= num
            if total_and == 0:
                break
        
        if total_and != 0:
            return 1
        
        res = 0
        current_and = ~0
        for num in nums:
            current_and &= num
            if current_and == 0:
                res += 1
                current_and = ~0
        
        return res
```",Y
count-operations-to-obtain-zero,"You are given two non-negative integers num1 and num2.
In one operation, if num1 >= num2, you must subtract num2 from num1, otherwise subtract num1 from num2.

For example, if num1 = 5 and num2 = 4, subtract num2 from num1, thus obtaining num1 = 1 and num2 = 4. However, if num1 = 4 and num2 = 5, after one operation, num1 = 4 and num2 = 1.

Return the number of operations required to make either num1 = 0 or num2 = 0.
??
Example 1:

Input: num1 = 2, num2 = 3
Output: 3
Explanation: 
- Operation 1: num1 = 2, num2 = 3. Since num1 < num2, we subtract num1 from num2 and get num1 = 2, num2 = 3 - 2 = 1.
- Operation 2: num1 = 2, num2 = 1. Since num1 > num2, we subtract num2 from num1.
- Operation 3: num1 = 1, num2 = 1. Since num1 == num2, we subtract num2 from num1.
Now num1 = 0 and num2 = 1. Since num1 == 0, we do not need to perform any further operations.
So the total number of operations required is 3.

Example 2:

Input: num1 = 10, num2 = 10
Output: 1
Explanation: 
- Operation 1: num1 = 10, num2 = 10. Since num1 == num2, we subtract num2 from num1 and get num1 = 10 - 10 = 0.
Now num1 = 0 and num2 = 10. Since num1 == 0, we are done.
So the total number of operations required is 1.

??
Constraints:

0 <= num1, num2 <= 105

","```python
class Solution:
    def countOperations(self, num1: int, num2: int) -> int:
        count = 0
        while num1 != 0 and num2 != 0:
            if num1 >= num2:
                count += num1 // num2
                num1 %= num2
            else:
                count += num2 // num1
                num2 %= num1
        return count
```",Y
most-frequent-even-element,"Given an integer array nums, return the most frequent even element.
If there is a tie, return the smallest one. If there is no such element, return -1.
??
Example 1:

Input: nums = [0,1,2,2,4,4,1]
Output: 2
Explanation:
The even elements are 0, 2, and 4. Of these, 2 and 4 appear the most.
We return the smallest one, which is 2.
Example 2:

Input: nums = [4,4,4,9,2,4]
Output: 4
Explanation: 4 is the even element appears the most.

Example 3:

Input: nums = [29,47,21,41,13,37,25,7]
Output: -1
Explanation: There is no even element.

??
Constraints:

1 <= nums.length <= 2000
0 <= nums[i] <= 105

","```python
from typing import List
from collections import defaultdict

class Solution:
    def mostFrequentEven(self, nums: List[int]) -> int:
        freq = defaultdict(int)
        max_freq = 0
        result = -1
        for num in nums:
            if num % 2 == 0:
                freq[num] += 1
                current_freq = freq[num]
                if current_freq > max_freq or (current_freq == max_freq and num < result):
                    max_freq = current_freq
                    result = num
        return result
```",Y
find-first-palindromic-string-in-the-array,"Given an array of strings words, return the first palindromic string in the array. If there is no such string, return an empty string """".
A string is palindromic if it reads the same forward and backward.
??
Example 1:

Input: words = [""abc"",""car"",""ada"",""racecar"",""cool""]
Output: ""ada""
Explanation: The first string that is palindromic is ""ada"".
Note that ""racecar"" is also palindromic, but it is not the first.

Example 2:

Input: words = [""notapalindrome"",""racecar""]
Output: ""racecar""
Explanation: The first and only string that is palindromic is ""racecar"".

Example 3:

Input: words = [""def"",""ghi""]
Output: """"
Explanation: There are no palindromic strings, so the empty string is returned.

??
Constraints:

1 <= words.length <= 100
1 <= words[i].length <= 100
words[i] consists only of lowercase English letters.

","```python
from typing import List

class Solution:
    def firstPalindrome(self, words: List[str]) -> str:
        for word in words:
            left, right = 0, len(word) - 1
            is_palindrome = True
            while left < right:
                if word[left] != word[right]:
                    is_palindrome = False
                    break
                left += 1
                right -= 1
            if is_palindrome:
                return word
        return """"
```",Y
maximum-strong-pair-xor-i,"You are given a 0-indexed integer array nums. A pair of integers x and y is called a strong pair if it satisfies the condition:

|x - y| <= min(x, y)

You need to select two integers from nums such that they form a strong pair and their bitwise XOR is the maximum among all strong pairs in the array.
Return the maximum XOR value out of all possible strong pairs in the array nums.
Note that you can pick the same integer twice to form a pair.
??
Example 1:

Input: nums = [1,2,3,4,5]
Output: 7
Explanation: There are 11 strong pairs in the array nums: (1, 1), (1, 2), (2, 2), (2, 3), (2, 4), (3, 3), (3, 4), (3, 5), (4, 4), (4, 5) and (5, 5).
The maximum XOR possible from these pairs is 3 XOR 4 = 7.

Example 2:

Input: nums = [10,100]
Output: 0
Explanation: There are 2 strong pairs in the array nums: (10, 10) and (100, 100).
The maximum XOR possible from these pairs is 10 XOR 10 = 0 since the pair (100, 100) also gives 100 XOR 100 = 0.

Example 3:

Input: nums = [5,6,25,30]
Output: 7
Explanation: There are 6 strong pairs in the array nums: (5, 5), (5, 6), (6, 6), (25, 25), (25, 30) and (30, 30).
The maximum XOR possible from these pairs is 25 XOR 30 = 7 since the only other non-zero XOR value is 5 XOR 6 = 3.

??
Constraints:

1 <= nums.length <= 50
1 <= nums[i] <= 100

","```python
from typing import List

class Solution:
    def maximumStrongPairXor(self, nums: List[int]) -> int:
        max_xor = 0
        nums_sorted = sorted(nums)
        n = len(nums_sorted)
        for i in range(n):
            x = nums_sorted[i]
            min_y = x // 2  # Since |x - y| <= min(x, y) => y >= x/2
            left = i
            right = n - 1
            while left <= right:
                mid = (left + right) // 2
                if nums_sorted[mid] >= min_y:
                    right = mid - 1
                else:
                    left = mid + 1
            for j in range(left, n):
                y = nums_sorted[j]
                if abs(x - y) <= min(x, y):
                    max_xor = max(max_xor, x ^ y)
                else:
                    break  # Since array is sorted, further y's will be larger and not satisfy the condition
        return max_xor
```",Y
make-three-strings-equal,"You are given three strings: s1, s2, and s3. In one operation you can choose one of these strings and delete its rightmost character. Note that you cannot completely empty a string.
Return the minimum number of operations required to make the strings equal. If it is impossible to make them equal, return -1.
??
Example 1:

Input: s1 = ""abc"", s2 = ""abb"", s3 = ""ab""
Output: 2
Explanation:??Deleting the rightmost character from both s1 and s2 will result in three equal strings.

Example 2:

Input: s1 = ""dac"", s2 = ""bac"", s3 = ""cac""
Output: -1
Explanation: Since the first letters of s1 and s2 differ, they cannot be made equal.

??
Constraints:

1 <= s1.length, s2.length, s3.length <= 100
s1, s2 and s3 consist only of lowercase English letters.

","```python
class Solution:
    def findMinimumOperations(self, s1: str, s2: str, s3: str) -> int:
        min_len = min(len(s1), len(s2), len(s3))
        common_len = 0
        while common_len < min_len and s1[common_len] == s2[common_len] == s3[common_len]:
            common_len += 1
        if common_len == 0:
            return -1
        return (len(s1) + len(s2) + len(s3)) - 3 * common_len
```",Y
minimum-positive-sum-subarray,"You are given an integer array nums and two integers l and r. Your task is to find the minimum sum of a subarray whose size is between l and r (inclusive) and whose sum is greater than 0.
Return the minimum sum of such a subarray. If no such subarray exists, return -1.
A subarray is a contiguous non-empty sequence of elements within an array.
??
Example 1:

Input: nums = [3, -2, 1, 4], l = 2, r = 3
Output: 1
Explanation:
The subarrays of length between l = 2 and r = 3 where the sum is greater than 0 are:

[3, -2] with a sum of 1
[1, 4] with a sum of 5
[3, -2, 1] with a sum of 2
[-2, 1, 4] with a sum of 3

Out of these, the subarray [3, -2] has a sum of 1, which is the smallest positive sum. Hence, the answer is 1.

Example 2:

Input: nums = [-2, 2, -3, 1], l = 2, r = 3
Output: -1
Explanation:
There is no subarray of length between l and r that has a sum greater than 0. So, the answer is -1.

Example 3:

Input: nums = [1, 2, 3, 4], l = 2, r = 4
Output: 3
Explanation:
The subarray [1, 2] has a length of 2 and the minimum sum greater than 0. So, the answer is 3.

??
Constraints:

1 <= nums.length <= 100
1 <= l <= r <= nums.length
-1000 <= nums[i] <= 1000

","```python
from typing import List
import collections

class Solution:
    def minimumSumSubarray(self, nums: List[int], l: int, r: int) -> int:
        min_sum = float('inf')
        n = len(nums)
        prefix = [0] * (n + 1)
        
        for i in range(n):
            prefix[i+1] = prefix[i] + nums[i]
        
        for length in range(l, r + 1):
            q = collections.deque()
            for i in range(length, n + 1):
                current_sum = prefix[i] - prefix[i - length]
                if current_sum > 0:
                    min_sum = min(min_sum, current_sum)
        
        return min_sum if min_sum != float('inf') else -1
```",Y
