slug,difficulty,total_testcases,total_correct,runtime_percentile,state,memory_percentile,status_msg,processed,generated_code,content
maximum-path-quality-of-a-graph,Hard,62,62,87.9675,SUCCESS,36.9293,Accepted,True,"```python
from typing import List
from collections import defaultdict

class Solution:
    def maximalPathQuality(self, values: List[int], edges: List[List[int]], maxTime: int) -> int:
        graph = defaultdict(list)
        for u, v, time in edges:
            graph[u].append((v, time))
            graph[v].append((u, time))
        
        max_quality = 0
        visited = {0: 1}
        
        def dfs(node, current_time, current_quality):
            nonlocal max_quality
            if node == 0:
                max_quality = max(max_quality, current_quality)
            
            for neighbor, time in graph[node]:
                if current_time + time <= maxTime:
                    if neighbor not in visited:
                        visited[neighbor] = 1
                        dfs(neighbor, current_time + time, current_quality + values[neighbor])
                        del visited[neighbor]
                    else:
                        dfs(neighbor, current_time + time, current_quality)
        
        dfs(0, 0, values[0])
        return max_quality
```","There is an undirected graph with n nodes numbered from 0 to n - 1 (inclusive). You are given a 0-indexed integer array values where values[i] is the value of the ith node. You are also given a 0-indexed 2D integer array edges, where each edges[j] = [uj, vj, timej] indicates that there is an undirected edge between the nodes uj and vj, and it takes timej seconds to travel between the two nodes. Finally, you are given an integer maxTime.
A valid path in the graph is any path that starts at node 0, ends at node 0, and takes at most maxTime seconds to complete. You may visit the same node multiple times. The quality of a valid path is the sum of the values of the unique nodes visited in the path (each node's value is added at most once to the sum).
Return the maximum quality of a valid path.
Note: There are at most four edges connected to each node.
 
Example 1:


Input: values = [0,32,10,43], edges = [[0,1,10],[1,2,15],[0,3,10]], maxTime = 49
Output: 75
Explanation:
One possible path is 0 -> 1 -> 0 -> 3 -> 0. The total time taken is 10 + 10 + 10 + 10 = 40 <= 49.
The nodes visited are 0, 1, and 3, giving a maximal path quality of 0 + 32 + 43 = 75.

Example 2:


Input: values = [5,10,15,20], edges = [[0,1,10],[1,2,10],[0,3,10]], maxTime = 30
Output: 25
Explanation:
One possible path is 0 -> 3 -> 0. The total time taken is 10 + 10 = 20 <= 30.
The nodes visited are 0 and 3, giving a maximal path quality of 5 + 20 = 25.

Example 3:


Input: values = [1,2,3,4], edges = [[0,1,10],[1,2,11],[2,3,12],[1,3,13]], maxTime = 50
Output: 7
Explanation:
One possible path is 0 -> 1 -> 3 -> 1 -> 0. The total time taken is 10 + 13 + 13 + 10 = 46 <= 50.
The nodes visited are 0, 1, and 3, giving a maximal path quality of 1 + 2 + 4 = 7.

 
Constraints:

n == values.length
1 <= n <= 1000
0 <= values[i] <= 108
0 <= edges.length <= 2000
edges[j].length == 3 
0 <= uj < vj <= n - 1
10 <= timej, maxTime <= 100
All the pairs [uj, vj] are unique.
There are at most four edges connected to each node.
The graph may not be connected.

"
check-if-there-is-a-valid-parentheses-string-path,Hard,81,81,88.0,SUCCESS,81.3336,Accepted,True,"```python
class Solution:
    def hasValidPath(self, grid: List[List[str]]) -> bool:
        m, n = len(grid), len(grid[0])
        max_len = m + n - 1
        if max_len % 2 != 0:
            return False
        
        from functools import lru_cache
        
        @lru_cache(maxsize=None)
        def dfs(i, j, balance):
            if balance < 0 or balance > (m + n - 1 - i - j):
                return False
            if i == m - 1 and j == n - 1:
                return balance == 1 and grid[i][j] == ')'
            res = False
            if i + 1 < m:
                if grid[i][j] == '(':
                    res = res or dfs(i + 1, j, balance + 1)
                else:
                    res = res or dfs(i + 1, j, balance - 1)
            if j + 1 < n:
                if grid[i][j] == '(':
                    res = res or dfs(i + 1, j, balance + 1) if i + 1 < m else False
                    res = res or dfs(i, j + 1, balance + 1)
                else:
                    res = res or dfs(i + 1, j, balance - 1) if i + 1 < m else False
                    res = res or dfs(i, j + 1, balance - 1)
            return res
        
        return dfs(0, 0, 0)
```","A parentheses string is a non-empty string consisting only of '(' and ')'. It is valid if any of the following conditions is true:

It is ().
It can be written as AB (A concatenated with B), where A and B are valid parentheses strings.
It can be written as (A), where A is a valid parentheses string.

You are given an m x n matrix of parentheses grid. A valid parentheses string path in the grid is a path satisfying all of the following conditions:

The path starts from the upper left cell (0, 0).
The path ends at the bottom-right cell (m - 1, n - 1).
The path only ever moves down or right.
The resulting parentheses string formed by the path is valid.

Return true if there exists a valid parentheses string path in the grid. Otherwise, return false.
 
Example 1:


Input: grid = [[""("",""("",""(""],["")"",""("","")""],[""("",""("","")""],[""("",""("","")""]]
Output: true
Explanation: The above diagram shows two possible paths that form valid parentheses strings.
The first path shown results in the valid parentheses string ""()(())"".
The second path shown results in the valid parentheses string ""((()))"".
Note that there may be other valid parentheses string paths.

Example 2:


Input: grid = [["")"","")""],[""("",""(""]]
Output: false
Explanation: The two possible paths form the parentheses strings ""))("" and "")(("". Since neither of them are valid parentheses strings, we return false.

 
Constraints:

m == grid.length
n == grid[i].length
1 <= m, n <= 100
grid[i][j] is either '(' or ')'.

"
shortest-uncommon-substring-in-an-array,Medium,631,631,88.0858,SUCCESS,96.945,Accepted,True,"```python
from typing import List

class Solution:
    def shortestSubstrings(self, arr: List[str]) -> List[str]:
        answer = []
        n = len(arr)
        
        for i in range(n):
            s = arr[i]
            min_sub = """"
            found = False
            
            for length in range(1, len(s) + 1):
                candidates = []
                for start in range(len(s) - length + 1):
                    substring = s[start:start+length]
                    unique = True
                    for j in range(n):
                        if j != i and substring in arr[j]:
                            unique = False
                            break
                    if unique:
                        candidates.append(substring)
                if candidates:
                    candidates.sort()
                    min_sub = candidates[0]
                    found = True
                    break
            answer.append(min_sub if found else """")
        
        return answer
```","You are given an array arr of size n consisting of non-empty strings.
Find a string array answer of size n such that:

answer[i] is the shortest substring of arr[i] that does not occur as a substring in any other string in arr. If multiple such substrings exist, answer[i] should be the lexicographically smallest. And if no such substring exists, answer[i] should be an empty string.

Return the array answer.
 
Example 1:

Input: arr = [""cab"",""ad"",""bad"",""c""]
Output: [""ab"","""",""ba"",""""]
Explanation: We have the following:
- For the string ""cab"", the shortest substring that does not occur in any other string is either ""ca"" or ""ab"", we choose the lexicographically smaller substring, which is ""ab"".
- For the string ""ad"", there is no substring that does not occur in any other string.
- For the string ""bad"", the shortest substring that does not occur in any other string is ""ba"".
- For the string ""c"", there is no substring that does not occur in any other string.

Example 2:

Input: arr = [""abc"",""bcd"",""abcd""]
Output: ["""","""",""abcd""]
Explanation: We have the following:
- For the string ""abc"", there is no substring that does not occur in any other string.
- For the string ""bcd"", there is no substring that does not occur in any other string.
- For the string ""abcd"", the shortest substring that does not occur in any other string is ""abcd"".

 
Constraints:

n == arr.length
2 <= n <= 100
1 <= arr[i].length <= 20
arr[i] consists only of lowercase English letters.

"
next-greater-element-iv,Hard,51,51,88.2075,SUCCESS,51.8866,Accepted,True,"```python
class Solution:
    def secondGreaterElement(self, nums: List[int]) -> List[int]:
        n = len(nums)
        res = [-1] * n
        s1 = []
        s2 = []
        temp = []
        
        for i in range(n):
            while s2 and nums[s2[-1]] < nums[i]:
                res[s2.pop()] = nums[i]
            while s1 and nums[s1[-1]] < nums[i]:
                temp.append(s1.pop())
            while temp:
                s2.append(temp.pop())
            s1.append(i)
        
        return res
```","You are given a 0-indexed array of non-negative integers nums. For each integer in nums, you must find its respective second greater integer.
The second greater integer of nums[i] is nums[j] such that:

j > i
nums[j] > nums[i]
There exists exactly one index k such that nums[k] > nums[i] and i < k < j.

If there is no such nums[j], the second greater integer is considered to be -1.

For example, in the array [1, 2, 4, 3], the second greater integer of 1 is 4, 2 is 3, and that of 3 and 4 is -1.

Return an integer array answer, where answer[i] is the second greater integer of nums[i].
 
Example 1:

Input: nums = [2,4,0,9,6]
Output: [9,6,6,-1,-1]
Explanation:
0th index: 4 is the first integer greater than 2, and 9 is the second integer greater than 2, to the right of 2.
1st index: 9 is the first, and 6 is the second integer greater than 4, to the right of 4.
2nd index: 9 is the first, and 6 is the second integer greater than 0, to the right of 0.
3rd index: There is no integer greater than 9 to its right, so the second greater integer is considered to be -1.
4th index: There is no integer greater than 6 to its right, so the second greater integer is considered to be -1.
Thus, we return [9,6,6,-1,-1].

Example 2:

Input: nums = [3,3]
Output: [-1,-1]
Explanation:
We return [-1,-1] since neither integer has any integer greater than it.

 
Constraints:

1 <= nums.length <= 105
0 <= nums[i] <= 109

"
maximum-total-reward-using-operations-i,Medium,586,586,88.2352,SUCCESS,69.8529,Accepted,True,"```python
class Solution:
    def maxTotalReward(self, rewardValues: List[int]) -> int:
        rewardValues = sorted(set(rewardValues))
        max_reward = 0
        dp = {0}
        
        for num in rewardValues:
            new_dp = set()
            for x in dp:
                if num > x:
                    new_x = x + num
                    new_dp.add(new_x)
                    if new_x > max_reward:
                        max_reward = new_x
            dp.update(new_dp)
        
        return max_reward
```","You are given an integer array rewardValues of length n, representing the values of rewards.
Initially, your total reward x is 0, and all indices are unmarked. You are allowed to perform the following operation any number of times:

Choose an unmarked index i from the range [0, n - 1].
If rewardValues[i] is greater than your current total reward x, then add rewardValues[i] to x (i.e., x = x + rewardValues[i]), and mark the index i.

Return an integer denoting the maximum total reward you can collect by performing the operations optimally.
 
Example 1:

Input: rewardValues = [1,1,3,3]
Output: 4
Explanation:
During the operations, we can choose to mark the indices 0 and 2 in order, and the total reward will be 4, which is the maximum.

Example 2:

Input: rewardValues = [1,6,4,3,2]
Output: 11
Explanation:
Mark the indices 0, 2, and 1 in order. The total reward will then be 11, which is the maximum.

 
Constraints:

1 <= rewardValues.length <= 2000
1 <= rewardValues[i] <= 2000

"
count-the-number-of-consistent-strings,Easy,74,74,88.2541,SUCCESS,44.8563,Accepted,True,"```python
class Solution:
    def countConsistentStrings(self, allowed: str, words: List[str]) -> int:
        allowed_set = set(allowed)
        count = 0
        for word in words:
            consistent = True
            for c in word:
                if c not in allowed_set:
                    consistent = False
                    break
            if consistent:
                count += 1
        return count
```","You are given a string allowed consisting of distinct characters and an array of strings words. A string is consistent if all characters in the string appear in the string allowed.
Return the number of consistent strings in the array words.
 
Example 1:

Input: allowed = ""ab"", words = [""ad"",""bd"",""aaab"",""baa"",""badab""]
Output: 2
Explanation: Strings ""aaab"" and ""baa"" are consistent since they only contain characters 'a' and 'b'.

Example 2:

Input: allowed = ""abc"", words = [""a"",""b"",""c"",""ab"",""ac"",""bc"",""abc""]
Output: 7
Explanation: All strings are consistent.

Example 3:

Input: allowed = ""cad"", words = [""cc"",""acd"",""b"",""ba"",""bac"",""bad"",""ac"",""d""]
Output: 4
Explanation: Strings ""cc"", ""acd"", ""ac"", and ""d"" are consistent.

 
Constraints:

1 <= words.length <= 104
1 <= allowed.length <= 26
1 <= words[i].length <= 10
The characters in allowed are distinct.
words[i] and allowed contain only lowercase English letters.

"
fancy-sequence,Hard,107,107,88.4056,SUCCESS,95.6522,Accepted,True,"```python
MOD = 10**9 + 7

class Fancy:

    def __init__(self):
        self.sequence = []
        self.add = 0
        self.mul = 1

    def append(self, val: int) -> None:
        adjusted_val = (val - self.add) * pow(self.mul, -1, MOD) % MOD
        self.sequence.append(adjusted_val)

    def addAll(self, inc: int) -> None:
        self.add = (self.add + inc) % MOD

    def multAll(self, m: int) -> None:
        self.add = (self.add * m) % MOD
        self.mul = (self.mul * m) % MOD

    def getIndex(self, idx: int) -> int:
        if idx >= len(self.sequence):
            return -1
        return (self.sequence[idx] * self.mul + self.add) % MOD
```","Write an API that generates fancy sequences using the append, addAll, and multAll operations.
Implement the Fancy class:

Fancy() Initializes the object with an empty sequence.
void append(val) Appends an integer val to the end of the sequence.
void addAll(inc) Increments all existing values in the sequence by an integer inc.
void multAll(m) Multiplies all existing values in the sequence by an integer m.
int getIndex(idx) Gets the current value at index idx (0-indexed) of the sequence modulo 109 + 7. If the index is greater or equal than the length of the sequence, return -1.

 
Example 1:

Input
[""Fancy"", ""append"", ""addAll"", ""append"", ""multAll"", ""getIndex"", ""addAll"", ""append"", ""multAll"", ""getIndex"", ""getIndex"", ""getIndex""]
[[], [2], [3], [7], [2], [0], [3], [10], [2], [0], [1], [2]]
Output
[null, null, null, null, null, 10, null, null, null, 26, 34, 20]

Explanation
Fancy fancy = new Fancy();
fancy.append(2);   // fancy sequence: [2]
fancy.addAll(3);   // fancy sequence: [2+3] -> [5]
fancy.append(7);   // fancy sequence: [5, 7]
fancy.multAll(2);  // fancy sequence: [5*2, 7*2] -> [10, 14]
fancy.getIndex(0); // return 10
fancy.addAll(3);   // fancy sequence: [10+3, 14+3] -> [13, 17]
fancy.append(10);  // fancy sequence: [13, 17, 10]
fancy.multAll(2);  // fancy sequence: [13*2, 17*2, 10*2] -> [26, 34, 20]
fancy.getIndex(0); // return 26
fancy.getIndex(1); // return 34
fancy.getIndex(2); // return 20

 
Constraints:

1 <= val, inc, m <= 100
0 <= idx <= 105
At most 105 calls total will be made to append, addAll, multAll, and getIndex.

"
number-of-subarrays-with-lcm-equal-to-k,Medium,102,102,88.406,SUCCESS,72.4638,Accepted,True,"```python
import math
from typing import List

class Solution:
    def subarrayLCM(self, nums: List[int], k: int) -> int:
        count = 0
        n = len(nums)
        for i in range(n):
            current_lcm = 1
            for j in range(i, n):
                current_lcm = math.lcm(current_lcm, nums[j])
                if current_lcm == k:
                    count += 1
                elif current_lcm > k:
                    break
        return count
```","Given an integer array nums and an integer k, return the number of subarrays of nums where the least common multiple of the subarray's elements is k.
A subarray is a contiguous non-empty sequence of elements within an array.
The least common multiple of an array is the smallest positive integer that is divisible by all the array elements.
 
Example 1:

Input: nums = [3,6,2,7,1], k = 6
Output: 4
Explanation: The subarrays of nums where 6 is the least common multiple of all the subarray's elements are:
- [3,6,2,7,1]
- [3,6,2,7,1]
- [3,6,2,7,1]
- [3,6,2,7,1]

Example 2:

Input: nums = [3], k = 2
Output: 0
Explanation: There are no subarrays of nums where 2 is the least common multiple of all the subarray's elements.

 
Constraints:

1 <= nums.length <= 1000
1 <= nums[i], k <= 1000

"
delete-greatest-value-in-each-row,Easy,55,55,88.4807,SUCCESS,12.5125,Accepted,True,"```python
class Solution:
    def deleteGreatestValue(self, grid: List[List[int]]) -> int:
        answer = 0
        for row in grid:
            row.sort()
        for j in range(len(grid[0])):
            current_max = 0
            for i in range(len(grid)):
                if grid[i][j] > current_max:
                    current_max = grid[i][j]
            answer += current_max
        return answer
```","You are given an m x n matrix grid consisting of positive integers.
Perform the following operation until grid becomes empty:

Delete the element with the greatest value from each row. If multiple such elements exist, delete any of them.
Add the maximum of deleted elements to the answer.

Note that the number of columns decreases by one after each operation.
Return the answer after performing the operations described above.
 
Example 1:


Input: grid = [[1,2,4],[3,3,1]]
Output: 8
Explanation: The diagram above shows the removed values in each step.
- In the first operation, we remove 4 from the first row and 3 from the second row (notice that, there are two cells with value 3 and we can remove any of them). We add 4 to the answer.
- In the second operation, we remove 2 from the first row and 3 from the second row. We add 3 to the answer.
- In the third operation, we remove 1 from the first row and 1 from the second row. We add 1 to the answer.
The final answer = 4 + 3 + 1 = 8.

Example 2:


Input: grid = [[10]]
Output: 10
Explanation: The diagram above shows the removed values in each step.
- In the first operation, we remove 10 from the first row. We add 10 to the answer.
The final answer = 10.

 
Constraints:

m == grid.length
n == grid[i].length
1 <= m, n <= 50
1 <= grid[i][j] <= 100

"
minimum-number-of-operations-to-make-arrays-similar,Hard,32,32,88.5713,SUCCESS,41.9046,Accepted,True,"```python
class Solution:
    def makeSimilar(self, nums: List[int], target: List[int]) -> int:
        nums_odd = sorted([x for x in nums if x % 2 == 1])
        nums_even = sorted([x for x in nums if x % 2 == 0])
        target_odd = sorted([x for x in target if x % 2 == 1])
        target_even = sorted([x for x in target if x % 2 == 0])
        
        res = 0
        for a, b in zip(nums_odd, target_odd):
            if a > b:
                res += (a - b) // 2
        for a, b in zip(nums_even, target_even):
            if a > b:
                res += (a - b) // 2
        return res
```","You are given two positive integer arrays nums and target, of the same length.
In one operation, you can choose any two distinct indices i and j where 0 <= i, j < nums.length and:

set nums[i] = nums[i] + 2 and
set nums[j] = nums[j] - 2.

Two arrays are considered to be similar if the frequency of each element is the same.
Return the minimum number of operations required to make nums similar to target. The test cases are generated such that nums can always be similar to target.
 
Example 1:

Input: nums = [8,12,6], target = [2,14,10]
Output: 2
Explanation: It is possible to make nums similar to target in two operations:
- Choose i = 0 and j = 2, nums = [10,12,4].
- Choose i = 1 and j = 2, nums = [10,14,2].
It can be shown that 2 is the minimum number of operations needed.

Example 2:

Input: nums = [1,2,5], target = [4,1,3]
Output: 1
Explanation: We can make nums similar to target in one operation:
- Choose i = 1 and j = 2, nums = [1,4,3].

Example 3:

Input: nums = [1,1,1,1,1], target = [1,1,1,1,1]
Output: 0
Explanation: The array nums is already similiar to target.

 
Constraints:

n == nums.length == target.length
1 <= n <= 105
1 <= nums[i], target[i] <= 106
It is possible to make nums similar to target.

"
sorting-the-sentence,Easy,45,45,88.6886,SUCCESS,28.8526,Accepted,True,"```python
class Solution:
    def sortSentence(self, s: str) -> str:
        words = s.split()
        words.sort(key=lambda x: int(x[-1]))
        original = [word[:-1] for word in words]
        return ' '.join(original)
```","A sentence is a list of words that are separated by a single space with no leading or trailing spaces. Each word consists of lowercase and uppercase English letters.
A sentence can be shuffled by appending the 1-indexed word position to each word then rearranging the words in the sentence.

For example, the sentence ""This is a sentence"" can be shuffled as ""sentence4 a3 is2 This1"" or ""is2 sentence4 This1 a3"".

Given a shuffled sentence s containing no more than 9 words, reconstruct and return the original sentence.
 
Example 1:

Input: s = ""is2 sentence4 This1 a3""
Output: ""This is a sentence""
Explanation: Sort the words in s to their original positions ""This1 is2 a3 sentence4"", then remove the numbers.

Example 2:

Input: s = ""Myself2 Me1 I4 and3""
Output: ""Me Myself and I""
Explanation: Sort the words in s to their original positions ""Me1 Myself2 and3 I4"", then remove the numbers.

 
Constraints:

2 <= s.length <= 200
s consists of lowercase and uppercase English letters, spaces, and digits from 1 to 9.
The number of words in s is between 1 and 9.
The words in s are separated by a single space.
s contains no leading or trailing spaces.

"
delete-duplicate-folders-in-system,Hard,108,108,88.7756,SUCCESS,63.2656,Accepted,True,"```python
class Solution:
    def deleteDuplicateFolder(self, paths: List[List[str]]) -> List[List[str]]:
        root = {}
        root[""#""] = {}  # dummy root
        
        for path in paths:
            node = root[""#""]
            for folder in path:
                if folder not in node:
                    node[folder] = {}
                node = node[folder]
        
        subtree_counts = defaultdict(int)
        subtree_serialization = {}
        
        def serialize(node):
            if not node:
                return ""#""
            keys = []
            for folder in sorted(node.keys()):
                serialized_child = serialize(node[folder])
                keys.append(f""{folder}:{serialized_child}"")
            key = ""("" + "","".join(keys) + "")""
            subtree_counts[key] += 1
            subtree_serialization[id(node)] = key
            return key
        
        serialize(root[""#""])
        
        to_delete = set()
        
        def mark_deletions(node):
            key = subtree_serialization.get(id(node), """")
            if key and subtree_counts[key] > 1 and key != ""()"":
                to_delete.add(id(node))
                return
            for folder in node:
                mark_deletions(node[folder])
        
        mark_deletions(root[""#""])
        
        result = []
        
        def collect_paths(node, current_path):
            for folder in node:
                if id(node[folder]) not in to_delete:
                    new_path = current_path + [folder]
                    result.append(new_path.copy())
                    collect_paths(node[folder], new_path)
        
        collect_paths(root[""#""], [])
        
        return result
```","Due to a bug, there are many duplicate folders in a file system. You are given a 2D array paths, where paths[i] is an array representing an absolute path to the ith folder in the file system.

For example, [""one"", ""two"", ""three""] represents the path ""/one/two/three"".

Two folders (not necessarily on the same level) are identical if they contain the same non-empty set of identical subfolders and underlying subfolder structure. The folders do not need to be at the root level to be identical. If two or more folders are identical, then mark the folders as well as all their subfolders.

For example, folders ""/a"" and ""/b"" in the file structure below are identical. They (as well as their subfolders) should all be marked:

	
/a
/a/x
/a/x/y
/a/z
/b
/b/x
/b/x/y
/b/z


However, if the file structure also included the path ""/b/w"", then the folders ""/a"" and ""/b"" would not be identical. Note that ""/a/x"" and ""/b/x"" would still be considered identical even with the added folder.

Once all the identical folders and their subfolders have been marked, the file system will delete all of them. The file system only runs the deletion once, so any folders that become identical after the initial deletion are not deleted.
Return the 2D array ans containing the paths of the remaining folders after deleting all the marked folders. The paths may be returned in any order.
 
Example 1:


Input: paths = [[""a""],[""c""],[""d""],[""a"",""b""],[""c"",""b""],[""d"",""a""]]
Output: [[""d""],[""d"",""a""]]
Explanation: The file structure is as shown.
Folders ""/a"" and ""/c"" (and their subfolders) are marked for deletion because they both contain an empty
folder named ""b"".

Example 2:


Input: paths = [[""a""],[""c""],[""a"",""b""],[""c"",""b""],[""a"",""b"",""x""],[""a"",""b"",""x"",""y""],[""w""],[""w"",""y""]]
Output: [[""c""],[""c"",""b""],[""a""],[""a"",""b""]]
Explanation: The file structure is as shown. 
Folders ""/a/b/x"" and ""/w"" (and their subfolders) are marked for deletion because they both contain an empty folder named ""y"".
Note that folders ""/a"" and ""/c"" are identical after the deletion, but they are not deleted because they were not marked beforehand.

Example 3:


Input: paths = [[""a"",""b""],[""c"",""d""],[""c""],[""a""]]
Output: [[""c""],[""c"",""d""],[""a""],[""a"",""b""]]
Explanation: All folders are unique in the file system.
Note that the returned array can be in a different order as the order does not matter.

 
Constraints:

1 <= paths.length <= 2 * 104
1 <= paths[i].length <= 500
1 <= paths[i][j].length <= 10
1 <= sum(paths[i][j].length) <= 2 * 105
path[i][j] consists of lowercase English letters.
No two paths lead to the same folder.
For any folder not at the root level, its parent folder will also be in the input.

"
count-ways-to-make-array-with-product,Hard,67,67,88.8889,SUCCESS,36.508,Accepted,True,"```python
import math
from math import comb
from collections import defaultdict

MOD = 10**9 + 7

class Solution:
    def waysToFillArray(self, queries: List[List[int]]) -> List[int]:
        max_k = max(q[1] for q in queries) if queries else 0
        spf = list(range(max_k + 1))
        for i in range(2, int(math.isqrt(max_k)) + 1):
            if spf[i] == i:
                for j in range(i*i, max_k + 1, i):
                    if spf[j] == j:
                        spf[j] = i
        
        def factorize(x):
            factors = defaultdict(int)
            if x == 1:
                return factors
            while x > 1:
                p = spf[x]
                while x % p == 0:
                    factors[p] += 1
                    x = x // p
            return factors
        
        factorizations = {}
        for q in queries:
            k = q[1]
            if k not in factorizations:
                factorizations[k] = factorize(k)
        
        res = []
        for n, k in queries:
            if k == 1:
                res.append(1)
                continue
            factors = factorizations[k]
            total = 1
            for cnt in factors.values():
                total = total * comb(n + cnt - 1, cnt) % MOD
            res.append(total)
        return res
```","You are given a 2D integer array, queries. For each queries[i], where queries[i] = [ni, ki], find the number of different ways you can place positive integers into an array of size ni such that the product of the integers is ki. As the number of ways may be too large, the answer to the ith query is the number of ways modulo 109 + 7.
Return an integer array answer where answer.length == queries.length, and answer[i] is the answer to the ith query.
 
Example 1:

Input: queries = [[2,6],[5,1],[73,660]]
Output: [4,1,50734910]
Explanation: Each query is independent.
[2,6]: There are 4 ways to fill an array of size 2 that multiply to 6: [1,6], [2,3], [3,2], [6,1].
[5,1]: There is 1 way to fill an array of size 5 that multiply to 1: [1,1,1,1,1].
[73,660]: There are 1050734917 ways to fill an array of size 73 that multiply to 660. 1050734917 modulo 109 + 7 = 50734910.

Example 2:

Input: queries = [[1,1],[2,2],[3,3],[4,4],[5,5]]
Output: [1,2,3,10,5]

 
Constraints:

1 <= queries.length <= 104 
1 <= ni, ki <= 104

"
alternating-groups-i,Easy,795,795,88.9793,SUCCESS,56.4386,Accepted,True,"```python
from typing import List

class Solution:
    def numberOfAlternatingGroups(self, colors: List[int]) -> int:
        n = len(colors)
        count = 0
        for i in range(n):
            left = colors[i]
            middle = colors[(i + 1) % n]
            right = colors[(i + 2) % n]
            if middle != left and middle != right:
                count += 1
        return count
```","There is a circle of red and blue tiles. You are given an array of integers colors. The color of tile i is represented by colors[i]:

colors[i] == 0 means that tile i is red.
colors[i] == 1 means that tile i is blue.

Every 3 contiguous tiles in the circle with alternating colors (the middle tile has a different color from its left and right tiles) is called an alternating group.
Return the number of alternating groups.
Note that since colors represents a circle, the first and the last tiles are considered to be next to each other.
 
Example 1:

Input: colors = [1,1,1]
Output: 0
Explanation:


Example 2:

Input: colors = [0,1,0,0,1]
Output: 3
Explanation:

Alternating groups:


 
Constraints:

3 <= colors.length <= 100
0 <= colors[i] <= 1

"
minimum-number-of-operations-to-make-array-xor-equal-to-k,Medium,684,684,89.0978,SUCCESS,27.8196,Accepted,True,"```python
from typing import List

class Solution:
    def minOperations(self, nums: List[int], k: int) -> int:
        xor = 0
        for num in nums:
            xor ^= num
        diff = xor ^ k
        return bin(diff).count('1')
```","You are given a 0-indexed integer array nums and a positive integer k.
You can apply the following operation on the array any number of times:

Choose any element of the array and flip a bit in its binary representation. Flipping a bit means changing a 0 to 1 or vice versa.

Return the minimum number of operations required to make the bitwise XOR of all elements of the final array equal to k.
Note that you can flip leading zero bits in the binary representation of elements. For example, for the number (101)2 you can flip the fourth bit and obtain (1101)2.
 
Example 1:

Input: nums = [2,1,3,4], k = 1
Output: 2
Explanation: We can do the following operations:
- Choose element 2 which is 3 == (011)2, we flip the first bit and we obtain (010)2 == 2. nums becomes [2,1,2,4].
- Choose element 0 which is 2 == (010)2, we flip the third bit and we obtain (110)2 = 6. nums becomes [6,1,2,4].
The XOR of elements of the final array is (6 XOR 1 XOR 2 XOR 4) == 1 == k.
It can be shown that we cannot make the XOR equal to k in less than 2 operations.

Example 2:

Input: nums = [2,0,2,0], k = 0
Output: 0
Explanation: The XOR of elements of the array is (2 XOR 0 XOR 2 XOR 0) == 0 == k. So no operation is needed.

 
Constraints:

1 <= nums.length <= 105
0 <= nums[i] <= 106
0 <= k <= 106

"
minimum-array-length-after-pair-removals,Medium,636,636,89.2979,SUCCESS,63.8797,Accepted,True,"```python
from typing import List

class Solution:
    def minLengthAfterRemovals(self, nums: List[int]) -> int:
        n = len(nums)
        left = 0
        right = (n + 1) // 2
        count = 0
        
        while right < n:
            if nums[left] < nums[right]:
                count += 1
                left += 1
            right += 1
        
        return n - 2 * count
```","Given an integer array num sorted in non-decreasing order.
You can perform the following operation any number of times:

Choose two indices, i and j, where nums[i] < nums[j].
Then, remove the elements at indices i and j from nums. The remaining elements retain their original order, and the array is re-indexed.

Return the minimum length of nums after applying the operation zero or more times.
 
Example 1:

Input: nums = [1,2,3,4]
Output: 0
Explanation:


Example 2:

Input: nums = [1,1,2,2,3,3]
Output: 0
Explanation:


Example 3:

Input: nums = [1000000000,1000000000]
Output: 2
Explanation:
Since both numbers are equal, they cannot be removed.

Example 4:

Input: nums = [2,3,4,4,4]
Output: 1
Explanation:


 
Constraints:

1 <= nums.length <= 105
1 <= nums[i] <= 109
nums is sorted in non-decreasing order.

"
largest-odd-number-in-string,Easy,196,196,89.3646,SUCCESS,63.5014,Accepted,True,"```python
class Solution:
    def largestOddNumber(self, num: str) -> str:
        for i in range(len(num) - 1, -1, -1):
            if int(num[i]) % 2 != 0:
                return num[:i+1]
        return """"
```","You are given a string num, representing a large integer. Return the largest-valued odd integer (as a string) that is a non-empty substring of num, or an empty string """" if no odd integer exists.
A substring is a contiguous sequence of characters within a string.
 
Example 1:

Input: num = ""52""
Output: ""5""
Explanation: The only non-empty substrings are ""5"", ""2"", and ""52"". ""5"" is the only odd number.

Example 2:

Input: num = ""4206""
Output: """"
Explanation: There are no odd numbers in ""4206"".

Example 3:

Input: num = ""35427""
Output: ""35427""
Explanation: ""35427"" is already an odd number.

 
Constraints:

1 <= num.length <= 105
num only consists of digits and does not contain any leading zeros.

"
