slug,runtime_percentile_analysis,result_analysis,total_testcases_fixed,total_correct_fixed,runtime_percentile_fixed,state_fixed,status_msg_fixed,memory_percentile_fixed,processed_fixed,difficulty,runtime_percentile,status_msg,Accepted
count-k-subsequences-of-a-string-with-maximum-beauty,20.7545,Accepted,611.0,611.0,30.3573,SUCCESS,33.9286,Accepted,True,Hard,47.1696,83.0188,Accepted
minimum-time-to-visit-disappearing-nodes,91.06,Accepted,534.0,534.0,45.407,SUCCESS,28.1089,Accepted,True,Medium,47.2205,24.4438,Accepted
find-the-first-player-to-win-k-games-in-a-row,75.3519,Accepted,684.0,684.0,60.8693,SUCCESS,33.0435,Accepted,True,Medium,47.4574,85.5932,Accepted
find-the-maximum-factor-score-of-array,93.6709,Accepted,752.0,752.0,96.8085,SUCCESS,6.383,Accepted,True,Medium,47.7268,24.9999,Accepted
stone-game-viii,42.0283,Accepted,78.0,78.0,68.0847,SUCCESS,65.9573,Accepted,True,Hard,47.7277,93.1819,Accepted
maximum-tastiness-of-candy-basket,43.3213,Accepted,40.0,40.0,30.205,SUCCESS,42.6396,Accepted,True,Medium,47.7342,78.3919,Accepted
minimum-space-wasted-from-packaging,31.9154,Accepted,,,40.21,SUCCESS,15.46,Accepted,True,Hard,48.052,11.6884,Accepted
sorting-three-groups,44.2,Accepted,,,56.98,SUCCESS,88.95,Accepted,True,Medium,48.17,45.12,Accepted
subarray-with-elements-greater-than-varying-threshold,46.8363,Accepted,68.0,68.0,52.2523,SUCCESS,55.8559,Accepted,True,Hard,48.2131,69.6427,Accepted
minimize-maximum-of-array,59.4523,Accepted,68.0,68.0,66.6658,SUCCESS,88.5572,Accepted,True,Medium,48.2681,97.2773,Accepted
minimum-number-of-pushes-to-type-word-ii,42.2941,Accepted,,,42.27,SUCCESS,91.48,Accepted,True,Medium,48.5202,92.0119,Accepted
find-the-longest-equal-subarray,63.8137,Accepted,1422.0,1422.0,60.473,SUCCESS,35.5728,Accepted,True,Medium,48.9968,16.8676,Accepted
fruits-into-baskets-ii,,Wrong Answer,904.0,471.0,,SUCCESS,,Wrong Answer,True,Easy,49.1796,56.4251,Accepted
count-special-quadruplets,77.3607,Accepted,211.0,211.0,72.7599,SUCCESS,38.6495,Accepted,True,Easy,49.2186,57.7244,Accepted
number-of-valid-words-in-a-sentence,39.9316,Accepted,244.0,244.0,37.4205,SUCCESS,97.6744,Accepted,True,Easy,49.4648,97.6445,Accepted
minimum-increment-operations-to-make-array-beautiful,76.1905,Accepted,570.0,570.0,87.1287,SUCCESS,87.1287,Accepted,True,Medium,49.495,39.394,Accepted
relocate-marbles,45.2631,Accepted,2129.0,2129.0,48.3333,SUCCESS,55.8333,Accepted,True,Medium,50.0,55.8333,Accepted
minimize-the-maximum-difference-of-pairs,39.0175,Accepted,1582.0,1582.0,57.9481,SUCCESS,37.8091,Accepted,True,Medium,50.1835,38.5456,Accepted
maximum-possible-number-by-binary-concatenation,33.3333,Accepted,752.0,752.0,20.5609,SUCCESS,82.2429,Accepted,True,Medium,50.4425,14.1592,Accepted
minimum-number-of-operations-to-sort-a-binary-tree-by-level,27.7776,Accepted,146.0,146.0,26.6,SUCCESS,33.6,Accepted,True,Medium,50.5088,16.0894,Accepted
maximum-beauty-of-an-array-after-applying-operation,93.3623,Accepted,622.0,622.0,85.6386,SUCCESS,58.6881,Accepted,True,Medium,50.8043,69.7676,Accepted
find-the-longest-valid-obstacle-course-at-each-position,83.3332,Accepted,78.0,78.0,68.6272,SUCCESS,27.9411,Accepted,True,Hard,50.9711,64.5634,Accepted
count-paths-that-can-form-a-palindrome-in-a-tree,21.4271,Accepted,666.0,666.0,36.9569,SUCCESS,17.3917,Accepted,True,Hard,51.1116,20.0006,Accepted
partition-string-into-minimum-beautiful-substrings,,Wrong Answer,561.0,561.0,12.2949,SUCCESS,81.9672,Accepted,True,Medium,51.2,51.2,Accepted
determine-the-minimum-sum-of-a-k-avoiding-array,53.3334,Accepted,2502.0,2502.0,57.7922,SUCCESS,88.3116,Accepted,True,Medium,51.8517,59.8765,Accepted
check-if-every-row-and-column-contains-all-numbers,50.9324,Accepted,227.0,227.0,77.3199,SUCCESS,54.7422,Accepted,True,Easy,52.2631,76.3374,Accepted
time-needed-to-buy-tickets,56.5537,Accepted,65.0,65.0,60.7165,SUCCESS,57.195,Accepted,True,Easy,52.3086,36.5127,Accepted
convert-1d-array-into-2d-array,62.896,Accepted,107.0,107.0,75.5474,SUCCESS,37.348,Accepted,True,Easy,52.4815,94.665,Accepted
mice-and-cheese,52.75,Accepted,564.0,564.0,69.8799,SUCCESS,52.2091,Accepted,True,Medium,52.7206,28.0338,Accepted
neither-minimum-nor-maximum,68.218,Accepted,,,65.9,SUCCESS,82.21,Accepted,True,Easy,53.0665,9.1999,Accepted
maximum-matching-of-players-with-trainers,22.6354,Accepted,35.0,35.0,83.4394,SUCCESS,82.4201,Accepted,True,Medium,53.0748,62.8342,Accepted
check-balanced-string,100.0,Accepted,868.0,868.0,52.7335,SUCCESS,20.8428,Accepted,True,Easy,53.125,38.9706,Accepted
most-frequent-even-element,38.31,Accepted,219.0,219.0,41.234,SUCCESS,17.2379,Accepted,True,Easy,53.2481,94.9803,Accepted
decode-the-message,70.2634,Accepted,69.0,69.0,20.2163,SUCCESS,7.0714,Accepted,True,Easy,53.3108,46.2649,Accepted
cousins-in-binary-tree-ii,73.171,Accepted,41.0,41.0,75.0582,SUCCESS,96.4706,Accepted,True,Medium,53.4441,93.3491,Accepted
minimum-cost-for-cutting-cake-i,100.0,Accepted,,,100.0,SUCCESS,79.8,Accepted,True,Medium,53.6082,59.7938,Accepted
collecting-chocolates,19.9981,Accepted,2564.0,2564.0,79.105,SUCCESS,70.1493,Accepted,True,Medium,53.6224,98.5507,Accepted
check-if-strings-can-be-made-equal-with-operations-ii,63.21,Accepted,,,55.67,SUCCESS,96.91,Accepted,True,Medium,53.763,5.3762,Accepted
count-the-number-of-beautiful-subarrays,52.3802,Accepted,114.0,114.0,51.7043,SUCCESS,65.9091,Accepted,True,Medium,53.7639,36.5592,Accepted
maximum-energy-boost-from-two-drinks,43.3819,Accepted,563.0,563.0,76.8203,SUCCESS,80.1324,Accepted,True,Medium,53.7915,61.3789,Accepted
visit-array-positions-to-maximize-score,59.0898,Accepted,744.0,744.0,49.0568,SUCCESS,87.4214,Accepted,True,Medium,53.7983,98.1013,Accepted
the-number-of-good-subsets,83.6069,Accepted,92.0,92.0,53.703,SUCCESS,94.4444,Accepted,True,Hard,53.8457,69.2307,Accepted
find-champion-ii,76.6094,Accepted,758.0,758.0,81.8872,SUCCESS,52.6031,Accepted,True,Medium,54.1174,33.476,Accepted
most-frequent-ids,64.77,Accepted,623.0,623.0,58.2083,SUCCESS,40.2982,Accepted,True,Medium,54.3308,53.5434,Accepted
reward-top-k-students,54.6219,Accepted,30.0,19.0,,SUCCESS,,Wrong Answer,True,Medium,54.4247,68.1417,Accepted
count-subarrays-with-score-less-than-k,81.3282,Accepted,167.0,167.0,69.4372,SUCCESS,63.7948,Accepted,True,Hard,54.8388,89.2298,Accepted
maximize-value-of-function-in-a-ball-passing-game,62.0,Accepted,948.0,948.0,52.381,SUCCESS,44.4445,Accepted,True,Hard,55.0717,46.3761,Accepted
maximum-number-of-groups-with-increasing-length,63.4781,Accepted,2027.0,2027.0,49.3287,SUCCESS,67.1141,Accepted,True,Hard,55.6914,94.309,Accepted
maximum-sum-of-almost-unique-subarray,46.114,Accepted,767.0,767.0,60.9677,SUCCESS,53.871,Accepted,True,Medium,55.8727,53.6508,Accepted
find-the-pivot-integer,100.0,Accepted,428.0,428.0,100.0,SUCCESS,62.3791,Accepted,True,Easy,55.9171,39.7435,Accepted
find-the-sum-of-the-power-of-all-subsequences,42.6964,Accepted,577.0,577.0,50.7242,SUCCESS,72.4637,Accepted,True,Hard,56.41,58.97,Accepted
merge-strings-alternately,43.8002,Accepted,108.0,108.0,56.5507,SUCCESS,73.8785,Accepted,True,Easy,56.4418,73.853,Accepted
maximum-score-of-a-good-subarray,90.5674,Accepted,73.0,73.0,97.6192,SUCCESS,47.0239,Accepted,True,Hard,56.5963,47.5072,Accepted
minimum-difference-in-sums-after-removal-of-elements,46.1088,Accepted,110.0,4.0,,SUCCESS,,Wrong Answer,True,Hard,56.9589,77.5315,Accepted
find-the-k-th-character-in-string-game-i,62.37,Accepted,502.0,502.0,100.0,SUCCESS,64.0,Accepted,True,Easy,57.1428,16.7666,Accepted
minimum-array-length-after-pair-removals,23.1943,Accepted,636.0,636.0,51.7666,SUCCESS,12.7207,Accepted,True,Medium,57.506,90.0762,Accepted
split-array-into-maximum-number-of-subarrays,66.102,Accepted,887.0,887.0,80.5554,SUCCESS,27.7779,Accepted,True,Medium,57.692,78.2051,Accepted
maximum-subarray-with-equal-products,,Wrong Answer,865.0,865.0,56.3212,SUCCESS,76.4367,Accepted,True,Easy,57.8803,54.3478,Accepted
minimum-operations-to-make-the-array-k-increasing,37.3339,Accepted,90.0,90.0,45.0693,SUCCESS,21.1263,Accepted,True,Hard,57.9704,20.2895,Accepted
count-anagrams,93.4108,Accepted,41.0,41.0,89.8143,SUCCESS,23.6107,Accepted,True,Hard,58.0187,51.415,Accepted
special-array-ii,91.4754,Accepted,536.0,536.0,90.689,SUCCESS,41.8994,Accepted,True,Medium,58.2397,80.8988,Accepted
sum-of-number-and-its-reverse,58.921,Accepted,258.0,258.0,50.7791,SUCCESS,49.2228,Accepted,True,Medium,58.5118,79.2554,Accepted
minimum-positive-sum-subarray,97.92,Accepted,,,96.34,SUCCESS,62.4,Accepted,True,Easy,58.9087,62.8062,Accepted
minimum-time-to-visit-a-cell-in-a-grid,,Wrong Answer,,,82.43,SUCCESS,75.7,Accepted,True,Hard,59.01,52.87,Accepted
string-compression-iii,,Wrong Answer,744.0,744.0,60.0253,SUCCESS,37.1109,Accepted,True,Medium,59.142,39.9996,Accepted
beautiful-towers-i,57.6081,Accepted,785.0,785.0,99.043,SUCCESS,11.4832,Accepted,True,Medium,59.391,64.9747,Accepted
manhattan-distances-of-all-arrangements-of-pieces,65.625,Accepted,919.0,919.0,64.0,SUCCESS,22.0,Accepted,True,Hard,59.615,26.9227,Accepted
find-the-substring-with-maximum-cost,70.8995,Accepted,1054.0,1054.0,77.9335,SUCCESS,57.7464,Accepted,True,Medium,59.6342,86.6973,Accepted
ways-to-split-array-into-good-subarrays,84.4153,Accepted,553.0,553.0,86.7544,SUCCESS,77.4834,Accepted,True,Medium,59.9996,20.6448,Accepted
permutation-difference-between-two-strings,100.0,Accepted,823.0,823.0,100.0,SUCCESS,51.0774,Accepted,True,Easy,60.076,51.0774,Accepted
special-permutations,84.82,Accepted,,,66.67,SUCCESS,15.28,Accepted,True,Medium,60.562,15.4915,Accepted
robot-collisions,58.7091,Accepted,2433.0,2433.0,56.0521,SUCCESS,33.7589,Accepted,True,Hard,60.7135,32.8563,Accepted
find-number-of-ways-to-reach-the-k-th-stair,34.2854,Accepted,600.0,600.0,28.3016,SUCCESS,49.9999,Accepted,True,Hard,61.3206,37.7358,Accepted
divide-intervals-into-minimum-number-of-groups,34.4278,Accepted,,,63.94,SUCCESS,76.62,Accepted,True,Medium,61.49,92.24,Accepted
redistribute-characters-to-make-all-strings-equal,74.6865,Accepted,179.0,179.0,57.8377,SUCCESS,37.027,Accepted,True,Easy,61.7349,86.7347,Accepted
row-with-maximum-ones,75.8444,Accepted,1049.0,1049.0,80.0001,SUCCESS,40.6123,Accepted,True,Easy,62.2723,22.5079,Accepted
number-of-ways-to-rearrange-sticks-with-k-sticks-visible,94.1607,Accepted,50.0,50.0,91.25,SUCCESS,97.5,Accepted,True,Hard,62.34,64.94,Accepted
find-occurrences-of-an-element-in-an-array,60.1515,Accepted,527.0,527.0,95.6968,SUCCESS,60.8608,Accepted,True,Medium,62.5515,83.5392,Accepted
count-beautiful-substrings-i,39.8455,Accepted,619.0,619.0,18.5435,SUCCESS,26.159,Accepted,True,Medium,62.6075,99.1304,Accepted
extra-characters-in-a-string,98.28,Accepted,,,99.17,SUCCESS,78.33,Accepted,True,Medium,62.68,79.49,Accepted
minimum-processing-time,54.9591,Accepted,716.0,716.0,47.1156,SUCCESS,48.7181,Accepted,True,Medium,63.1576,51.5786,Accepted
minimum-replacements-to-sort-the-array,91.4286,Accepted,47.0,47.0,80.5082,SUCCESS,38.1356,Accepted,True,Hard,63.2074,74.5282,Accepted
count-the-number-of-incremovable-subarrays-i,,Wrong Answer,615.0,615.0,69.8356,SUCCESS,89.6694,Accepted,True,Easy,63.6375,43.3884,Accepted
maximum-deletions-on-a-string,58.75,Accepted,129.0,129.0,44.6798,SUCCESS,19.1482,Accepted,True,Hard,63.8291,85.1063,Accepted
sum-in-a-matrix,92.0001,Accepted,1057.0,1057.0,96.9827,SUCCESS,39.2241,Accepted,True,Medium,63.8888,37.4999,Accepted
split-strings-by-separator,7.4554,Accepted,1036.0,1036.0,17.9357,SUCCESS,63.9595,Accepted,True,Easy,64.2978,40.1016,Accepted
determine-if-a-cell-is-reachable-at-a-given-time,65.0487,Accepted,806.0,806.0,47.256,SUCCESS,13.8183,Accepted,True,Medium,64.4473,13.8775,Accepted
sum-multiples,100.0,Accepted,1000.0,1000.0,95.1596,SUCCESS,23.378,Accepted,True,Easy,64.4929,67.1843,Accepted
count-equal-and-divisible-pairs-in-an-array,96.6148,Accepted,238.0,238.0,96.5423,SUCCESS,9.1023,Accepted,True,Easy,64.5307,31.9371,Accepted
find-the-maximum-divisibility-score,93.151,Accepted,160.0,160.0,64.0176,SUCCESS,43.0963,Accepted,True,Easy,64.8,90.0,Accepted
minimum-number-of-operations-to-make-elements-in-array-distinct,50.8975,Accepted,781.0,455.0,,SUCCESS,,Wrong Answer,True,Easy,64.8102,8.2146,Accepted
choose-k-elements-with-maximum-sum,,Runtime Error,635.0,635.0,78.7863,SUCCESS,97.4746,Accepted,True,Medium,64.825,79.3971,Accepted
maximum-difference-between-adjacent-elements-in-a-circular-array,100.0,Accepted,962.0,540.0,,SUCCESS,,Wrong Answer,True,Easy,64.9706,16.047,Accepted
frog-jump-ii,62.6604,Accepted,34.0,34.0,98.374,SUCCESS,22.3577,Accepted,True,Medium,65.0976,47.0589,Accepted
distribute-candies-among-children-i,75.5556,Accepted,827.0,827.0,85.4237,SUCCESS,58.6441,Accepted,True,Easy,65.1,20.9,Accepted
remove-nodes-from-linked-list,93.5159,Accepted,32.0,32.0,85.4868,SUCCESS,75.8373,Accepted,True,Medium,65.1928,45.7394,Accepted
stone-game-iii,93.253,Accepted,185.0,185.0,93.697,SUCCESS,85.7143,Accepted,True,Hard,65.21,86.13,Accepted
minimum-degree-of-a-connected-trio-in-a-graph,82.99,Accepted,,,91.94,SUCCESS,14.52,Accepted,True,Hard,65.3544,21.26,Accepted
find-xor-beauty-of-array,61.2245,Accepted,32.0,32.0,64.0816,SUCCESS,92.2449,Accepted,True,Medium,65.4618,59.0362,Accepted
find-all-good-indices,55.3573,Accepted,68.0,68.0,41.9351,SUCCESS,34.8382,Accepted,True,Medium,65.5399,37.8372,Accepted
generate-binary-strings-without-adjacent-zeros,68.8051,Accepted,20.0,20.0,77.4772,SUCCESS,7.5074,Accepted,True,Medium,65.56,45.88,Accepted
longest-subarray-with-maximum-bitwise-and,88.5059,Accepted,52.0,52.0,89.6771,SUCCESS,77.4192,Accepted,True,Medium,65.625,34.375,Accepted
longest-subsequence-with-limited-sum,97.7214,Accepted,57.0,57.0,90.9209,SUCCESS,46.7015,Accepted,True,Easy,65.7516,25.4248,Accepted
smallest-subarrays-with-maximum-bitwise-or,32.9524,Accepted,59.0,59.0,25.6386,SUCCESS,97.4359,Accepted,True,Medium,65.854,75.6098,Accepted
process-restricted-friend-requests,62.64,Accepted,,,66.16,SUCCESS,76.69,Accepted,True,Hard,66.42,74.63,Accepted
maximum-strong-pair-xor-i,77.5887,Accepted,861.0,861.0,70.1348,SUCCESS,33.9113,Accepted,True,Easy,66.4739,97.8805,Accepted
length-of-the-longest-valid-substring,54.8785,Accepted,763.0,763.0,74.7438,SUCCESS,90.785,Accepted,True,Hard,66.5473,74.733,Accepted
make-lexicographically-smallest-array-by-swapping-elements,60.5389,Accepted,523.0,523.0,50.25,SUCCESS,99.25,Accepted,True,Medium,66.8378,98.7145,Accepted
minimize-deviation-in-array,63.636,Accepted,76.0,76.0,77.3339,SUCCESS,84.0001,Accepted,True,Hard,67.1225,68.4931,Accepted
minimum-number-of-operations-to-make-array-xor-equal-to-k,68.4784,Accepted,684.0,684.0,72.6457,SUCCESS,93.7219,Accepted,True,Medium,67.1358,51.6432,Accepted
minimum-cost-for-cutting-cake-ii,29.41,Accepted,566.0,566.0,91.1764,SUCCESS,44.1177,Accepted,True,Hard,67.1875,50.0,Accepted
strange-printer-ii,61.6869,Accepted,153.0,153.0,86.8613,SUCCESS,10.949,Accepted,True,Hard,67.3765,5.6737,Accepted
find-xor-sum-of-all-pairs-bitwise-and,23.3083,Accepted,84.0,84.0,65.1513,SUCCESS,15.1514,Accepted,True,Hard,67.5673,97.2972,Accepted
sum-of-imbalance-numbers-of-all-subarrays,55.2629,Accepted,1303.0,145.0,,SUCCESS,,Wrong Answer,True,Hard,67.5676,18.919,Accepted
count-ways-to-build-good-strings,87.1344,Accepted,36.0,36.0,74.0003,SUCCESS,77.889,Accepted,True,Medium,67.7021,83.0188,Accepted
rearrange-array-to-maximize-prefix-score,67.4665,Accepted,1071.0,1071.0,83.1495,SUCCESS,59.1161,Accepted,True,Medium,67.9084,60.7451,Accepted
minimum-number-of-operations-to-make-word-k-periodic,42.9757,Accepted,820.0,820.0,64.4447,SUCCESS,72.2223,Accepted,True,Medium,68.0854,6.3828,Accepted
kth-distinct-string-in-an-array,71.0307,Accepted,66.0,66.0,69.0794,SUCCESS,5.622,Accepted,True,Easy,68.1016,67.7488,Accepted
divide-array-into-equal-pairs,68.2,Accepted,137.0,137.0,69.342,SUCCESS,22.9311,Accepted,True,Easy,68.1967,72.6777,Accepted
minimum-number-of-days-to-disconnect-island,76.875,Accepted,104.0,104.0,65.4409,SUCCESS,66.9119,Accepted,True,Hard,68.3459,75.5396,Accepted
minimize-string-length,69.2759,Accepted,5013.0,5013.0,42.449,SUCCESS,50.8163,Accepted,True,Easy,68.3673,96.5306,Accepted
number-of-increasing-paths-in-a-grid,75.54,Accepted,,,64.39,SUCCESS,79.45,Accepted,True,Hard,68.58,77.43,Accepted
maximum-prime-difference,58.9481,Accepted,904.0,904.0,77.0734,SUCCESS,75.1219,Accepted,True,Medium,68.7499,35.5769,Accepted
maximum-number-of-alloys,,Wrong Answer,731.0,723.0,,SUCCESS,,Wrong Answer,True,Medium,68.841,58.6957,Accepted
finding-3-digit-even-numbers,82.06,Accepted,79.0,79.0,95.4076,SUCCESS,43.2052,Accepted,True,Easy,68.8474,43.2722,Accepted
difference-between-maximum-and-minimum-price-sum,71.1114,Accepted,58.0,58.0,55.8442,SUCCESS,50.6494,Accepted,True,Hard,68.9655,65.5171,Accepted
build-a-matrix-with-conditions,52.7919,Accepted,53.0,53.0,42.8219,SUCCESS,86.3862,Accepted,True,Hard,68.9903,87.0192,Accepted
maximum-number-of-robots-within-budget,27.3456,Accepted,82.0,82.0,47.1308,SUCCESS,91.5212,Accepted,True,Hard,69.061,48.7623,Accepted
check-if-two-chessboard-squares-have-the-same-color,23.1144,Accepted,506.0,506.0,95.0853,SUCCESS,18.5496,Accepted,True,Easy,69.144,84.9002,Accepted
replace-non-coprime-numbers-in-array,83.146,Accepted,71.0,71.0,63.4921,SUCCESS,15.8731,Accepted,True,Hard,69.565,94.2028,Accepted
shortest-string-that-contains-three-strings,78.4814,Accepted,5324.0,5324.0,90.9091,SUCCESS,45.4546,Accepted,True,Medium,69.8626,21.9179,Accepted
count-array-pairs-divisible-by-k,,Wrong Answer,115.0,21.0,,SUCCESS,,Wrong Answer,True,Hard,70.1287,87.0129,Accepted
check-if-matrix-is-x-matrix,31.49,Accepted,84.0,84.0,79.8867,SUCCESS,5.949,Accepted,True,Easy,70.2778,70.5556,Accepted
smallest-missing-non-negative-integer-after-operations,63.9336,Accepted,1062.0,1062.0,71.6411,SUCCESS,31.3433,Accepted,True,Medium,70.5042,57.5542,Accepted
count-number-of-distinct-integers-after-reverse-operations,31.1806,Accepted,44.0,44.0,33.7356,SUCCESS,65.0603,Accepted,True,Medium,70.51,93.13,Accepted
number-of-unequal-triplets-in-array,20.493,Accepted,104.0,104.0,16.723,SUCCESS,84.4262,Accepted,True,Easy,70.6514,58.6994,Accepted
allocate-mailboxes,,Wrong Answer,69.0,65.0,,SUCCESS,,Wrong Answer,True,Hard,70.71,77.27,Accepted
count-the-number-of-good-subarrays,49.5112,Accepted,41.0,41.0,60.4545,SUCCESS,37.1505,Accepted,True,Medium,70.7684,93.786,Accepted
number-of-ways-to-divide-a-long-corridor,75.6757,Accepted,248.0,248.0,84.2104,SUCCESS,40.7894,Accepted,True,Hard,70.8865,32.9115,Accepted
minimum-money-required-before-transactions,97.1428,Accepted,56.0,56.0,98.2456,SUCCESS,78.9473,Accepted,True,Hard,70.9678,54.8388,Accepted
separate-squares-ii,86.4579,Accepted,763.0,763.0,91.549,SUCCESS,97.183,Accepted,True,Hard,71.014,97.1014,Accepted
minimum-cost-to-make-all-characters-equal,80.2467,Accepted,1574.0,1574.0,49.9997,SUCCESS,44.7369,Accepted,True,Medium,71.25,73.75,Accepted
longest-non-decreasing-subarray-from-two-arrays,99.2518,Accepted,2973.0,2973.0,98.8827,SUCCESS,94.6928,Accepted,True,Medium,71.6291,73.0337,Accepted
stone-game-iv,85.294,Accepted,72.0,72.0,92.2678,SUCCESS,72.6803,Accepted,True,Hard,71.7262,87.958,Accepted
find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,70.6671,Accepted,72.0,72.0,75.5978,SUCCESS,45.933,Accepted,True,Hard,71.7949,32.8205,Accepted
count-submatrices-with-top-left-element-and-sum-less-than-k,88.957,Accepted,,,91.62,SUCCESS,93.85,Accepted,True,Medium,71.8226,23.7568,Accepted
earliest-second-to-mark-indices-i,68.254,Accepted,570.0,570.0,77.4194,SUCCESS,30.6453,Accepted,True,Medium,71.875,51.5625,Accepted
destroy-sequential-targets,62.8568,Accepted,45.0,45.0,78.3784,SUCCESS,24.3244,Accepted,True,Medium,71.9624,26.1679,Accepted
ant-on-the-boundary,44.7986,Accepted,641.0,641.0,59.2029,SUCCESS,74.573,Accepted,True,Easy,72.0451,94.5591,Accepted
rearranging-fruits,86.3945,Accepted,,,93.7,SUCCESS,57.48,Accepted,True,Hard,72.0928,76.7441,Accepted
maximum-value-of-an-ordered-triplet-ii,,Wrong Answer,599.0,599.0,42.7721,SUCCESS,96.6506,Accepted,True,Medium,72.1853,97.2923,Accepted
car-fleet-ii,79.6051,Accepted,85.0,85.0,68.5712,SUCCESS,90.7142,Accepted,True,Hard,72.3078,76.1539,Accepted
palindrome-partitioning-iv,83.56,Accepted,,,82.84,SUCCESS,44.03,Accepted,True,Hard,72.31,46.05,Accepted
find-all-people-with-secret,56.3299,Accepted,56.0,56.0,56.25,SUCCESS,66.25,Accepted,True,Hard,72.3925,69.325,Accepted
find-longest-awesome-substring,18.75,Accepted,153.0,153.0,21.4292,SUCCESS,53.5714,Accepted,True,Hard,72.4143,96.5517,Accepted
number-of-ways-of-cutting-a-pizza,,Wrong Answer,,,,SUCCESS,,Wrong Answer,True,Hard,72.4837,89.9329,Accepted
number-of-adjacent-elements-with-the-same-color,95.6989,Accepted,183.0,183.0,75.8199,SUCCESS,39.754,Accepted,True,Medium,72.619,40.0794,Accepted
maximum-number-of-balls-in-a-box,17.1567,Accepted,97.0,97.0,22.4074,SUCCESS,86.265,Accepted,True,Easy,72.7272,25.7576,Accepted
longest-nice-substring,70.941,Accepted,73.0,73.0,79.4198,SUCCESS,19.039,Accepted,True,Easy,73.0665,40.0363,Accepted
count-fertile-pyramids-in-a-land,61.64,Accepted,,,75.0,SUCCESS,46.0,Accepted,True,Hard,73.08,47.44,Accepted
largest-element-in-an-array-after-merge-operations,95.4838,Accepted,1023.0,1023.0,82.6922,SUCCESS,27.5639,Accepted,True,Medium,73.2921,83.2299,Accepted
minimum-score-after-removals-on-a-tree,97.1429,Accepted,65.0,65.0,83.3332,SUCCESS,88.8888,Accepted,True,Hard,73.5292,94.1176,Accepted
find-the-sum-of-encrypted-integers,66.0274,Accepted,865.0,865.0,68.0,SUCCESS,52.0,Accepted,True,Easy,73.6842,96.7418,Accepted
find-the-score-of-all-prefixes-of-an-array,96.7592,Accepted,43.0,43.0,97.826,SUCCESS,48.9127,Accepted,True,Medium,73.8888,32.222,Accepted
maximize-win-from-two-segments,71.0,Accepted,72.0,72.0,75.6757,SUCCESS,87.3874,Accepted,True,Medium,73.9502,42.0169,Accepted
divide-array-into-arrays-with-max-difference,95.8421,Accepted,1117.0,1117.0,77.523,SUCCESS,23.3946,Accepted,True,Medium,74.0089,56.3878,Accepted
apply-operations-to-maximize-score,85.294,Accepted,870.0,870.0,73.8922,SUCCESS,74.3848,Accepted,True,Hard,74.0158,74.8032,Accepted
count-of-interesting-subarrays,50.7523,Accepted,617.0,617.0,59.2264,SUCCESS,39.5441,Accepted,True,Medium,74.1759,67.9745,Accepted
minimum-operations-to-form-subsequence-with-target-sum,,Wrong Answer,754.0,731.0,,SUCCESS,,Wrong Answer,True,Hard,74.1936,22.5807,Accepted
sorting-the-sentence,97.55,Accepted,,,88.37,SUCCESS,44.44,Accepted,True,Easy,74.41,69.06,Accepted
number-of-ways-to-reorder-array-to-get-same-bst,98.4127,Accepted,161.0,161.0,91.2,SUCCESS,84.0,Accepted,True,Hard,74.4184,88.372,Accepted
minimum-total-cost-to-make-arrays-unequal,80.2324,Accepted,104.0,104.0,54.0986,SUCCESS,50.8197,Accepted,True,Hard,74.6032,33.3334,Accepted
count-pairs-that-form-a-complete-day-i,85.9575,Accepted,667.0,667.0,100.0,SUCCESS,48.5269,Accepted,True,Easy,74.87,82.1491,Accepted
maximize-happiness-of-selected-children,33.8017,Accepted,674.0,674.0,98.8826,SUCCESS,17.3183,Accepted,True,Medium,74.88,93.6,Accepted
count-the-number-of-incremovable-subarrays-ii,,Wrong Answer,840.0,124.0,,SUCCESS,,Wrong Answer,True,Hard,75.0,50.9616,Accepted
lexicographically-smallest-string-after-substring-operation,72.02,Accepted,,,75.17,SUCCESS,36.51,Accepted,True,Medium,75.29,28.16,Accepted
valid-arrangement-of-pairs,54.5035,Accepted,40.0,40.0,21.063,SUCCESS,16.973,Accepted,True,Hard,75.4624,93.9812,Accepted
meeting-rooms-iii,77.7605,Accepted,81.0,81.0,43.403,SUCCESS,67.4867,Accepted,True,Hard,75.4642,67.6809,Accepted
max-dot-product-of-two-subsequences,49.06,Accepted,,,39.19,SUCCESS,75.0,Accepted,True,Hard,75.48,63.23,Accepted
maximum-number-of-events-that-can-be-attended-ii,34.5137,Accepted,69.0,69.0,82.9639,SUCCESS,88.1484,Accepted,True,Hard,75.5404,69.7848,Accepted
partition-string-into-substrings-with-values-at-most-k,74.336,Accepted,56.0,56.0,72.308,SUCCESS,32.3077,Accepted,True,Medium,75.7352,33.8235,Accepted
minimum-operations-to-make-columns-strictly-increasing,94.2761,Accepted,722.0,722.0,47.1976,SUCCESS,77.2862,Accepted,True,Easy,76.0192,52.2782,Accepted
find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,,Wrong Answer,66.0,66.0,80.7232,SUCCESS,58.4337,Accepted,True,Hard,76.3644,41.0909,Accepted
count-the-number-of-arrays-with-k-matching-adjacent-elements,47.0527,Accepted,809.0,809.0,73.4181,SUCCESS,5.0634,Accepted,True,Hard,76.5428,7.4073,Accepted
